timestamp,x,y,z,yaw,pitch
1776755517.4478896,-2141.3469503869746,502.4596490206608,6723.275657908729,-29.725279,20.099936
1776755517.572503,-2139.4956950484902,501.6839651610027,6726.773488163884,-29.725279,20.099936
1776755517.6971545,-2138.8618054484928,501.431784266625,6727.951023369585,-10.975281,16.049942
1776755517.8065777,-2137.1593432132936,500.70604176630394,6731.587427533585,14.524721,13.349943
1776755517.8831584,-2136.620779124514,500.25649782873217,6733.998494901466,41.07473,10.349947
1776755517.9900594,-2136.543885162387,499.8310634816232,6736.314924415043,41.07473,10.349947
1776755518.114283,-2136.8147784132757,499.42451933472086,6738.534739983131,41.07473,10.349947
1776755518.224021,-2137.3513445606172,499.03277592300304,6740.665890213705,41.07473,10.349947
1776755518.3324907,-2138.5271876919323,498.4660971180235,6743.7232369522335,41.07473,10.349947
1776755518.4266398,-2139.497552376595,498.09881274230787,6745.687620287461,41.07473,10.349947
1776755518.5367615,-2140.581694579542,497.73782990858183,6747.607129051778,41.07473,10.349947
1776755518.6615093,-2141.7573200654388,497.38178442084586,6749.492340761004,41.07473,10.349947
1776755518.7540424,-2143.0072615045547,497.029607412518,6751.352262677313,41.07473,10.349947
1776755518.8626778,-2144.9932021391214,496.50681403996737,6754.110777043848,41.07473,10.349947
1776755518.9715414,-2146.3768633374425,496.16102990847537,6755.937423912292,41.07473,10.349947
1776755519.079748,-2147.799551760247,495.81689281580424,6757.759562220302,41.07473,10.349947
1776755519.188803,-2149.729055562525,495.3295733825833,6760.030960983083,41.07473,10.349947
1776755519.2964725,-2151.880649575542,494.78812687681375,6762.511005860214,41.07473,10.349947
1776755519.4045298,-2154.0870313610058,494.2360780420808,6765.044748206783,41.07473,10.349947
1776755519.5111878,-2157.4183233773624,493.40470538547703,6768.867390083222,41.07473,10.349947
1776755519.6191726,-2159.6420649623933,492.8501177525584,6771.418821018688,41.07473,10.349947
1776755519.7411656,-2161.866210916681,492.29549485374946,6773.9706839911405,41.07473,10.349947
1776755519.8336601,-2164.0904561522707,491.74086504711136,6776.522654539441,41.07473,10.349947
1776755519.9416032,-2166.314725751672,491.18623388737814,6779.074651784301,41.07473,10.349947
1776755520.0804844,-2168.5390013277656,490.6316024626027,6781.62665563698,41.07473,10.349947
1776755520.1575663,-2170.763278369584,490.0769709859112,6784.17866112183,41.07473,10.349947
1776755520.3280125,-2175.211833260074,488.96770801019784,6789.282672995662,41.07473,10.349947
1776755520.4535463,-2177.4361107709633,488.413076520955,6791.834679006532,41.07473,10.349947
1776755520.5627348,-2179.666220435586,487.8708735523789,6794.393376489645,41.07473,10.349947
1776755520.6392088,-2181.916697444305,487.37283956284466,6796.975442272932,41.07473,10.349947
1776755520.7466185,-2184.182444262357,486.9094125840893,6799.57502774295,41.07473,10.349947
1776755520.8705056,-2187.6012332699274,486.26322530555746,6803.497546427878,41.07473,10.349947
1776755520.9774818,-2189.889602053019,485.85698833202946,6806.12308701836,41.07473,10.349947
1776755521.0712948,-2192.182734682036,485.4654855949323,6808.754093367216,41.07473,10.349947
1776755521.1818275,-2194.478971087107,485.08552733746865,6811.388660807305,41.07473,10.349947
1776755521.2897632,-2196.777023092731,484.7146143407237,6814.025311361349,41.07473,10.349947
1776755521.3995833,-2199.075893658834,484.35078843183953,6816.662901083842,41.07473,10.349947
1776755521.5082529,-2201.374813609968,483.99251535508574,6819.300547467833,41.07473,10.349947
1776755521.6326337,-2204.82203259978,483.4629604733742,6823.255685052686,41.07473,10.349947
1776755521.740084,-2207.108046983279,483.11734846517703,6825.900626864022,38.224716,3.8999453
1776755521.8312883,-2209.3692846448093,482.7805740963746,6828.563609381423,38.224716,3.8999453
1776755521.9391115,-2211.6079421463114,482.45095060073623,6831.240817334389,38.224716,3.8999453
1776755522.0577402,-2213.8275207662114,482.1268956611734,6833.927854726888,38.224716,0.14994465
1776755522.1709232,-2216.0307687775376,481.8253454741549,6836.6149725949035,39.874733,-6.600056
1776755522.387986,-2219.2933419106143,481.5285102748757,6840.5793964432305,39.874733,-6.600056
1776755522.4185755,-2222.4784029761086,481.37252113645883,6844.433902552068,39.874733,-6.600056
1776755522.5254812,-2224.5832762084456,481.5909445658603,6846.961715941952,39.874733,-6.600056
1776755522.6338215,-2226.6932203041365,482.0484755942687,6849.4462073726345,42.724747,-16.500053
1776755522.7411773,-2228.8032636791677,483.1039579685218,6851.719464063885,47.074764,-31.650045
1776755522.8626251,-2230.834347948588,484.84219581092555,6853.669273944997,47.82477,-34.200054
1776755523.0012343,-2232.814960563394,486.83337572987375,6855.485316374376,47.82477,-34.200054
1776755523.1710372,-2235.8128844115263,489.86125821866034,6858.203046329631,47.82477,-34.200054
1776755523.2326624,-2237.814177160319,491.8802848002975,6860.016041941319,47.82477,-34.200054
1776755523.3090978,-2240.8159940570963,494.9088558468135,6862.735793557905,47.67477,-34.200054
1776755523.446382,-2242.8196172637677,496.91806894847207,6864.559970836045,47.52477,-33.90005
1776755523.5227072,-2244.829980611791,498.90885562547726,6866.400393063096,47.374767,-33.600048
1776755523.6457124,-2246.847275818794,500.8478103031579,6868.28237610732,45.72475,-30.45004
1776755523.7709155,-2248.866262445885,502.7015188079517,6870.2337431860615,45.72475,-30.150042
1776755523.8477437,-2250.8923601920806,504.5191187495343,6872.2085215607285,45.72475,-30.150042
1776755523.9711792,-2253.933146289947,507.2404928252662,6875.173533721552,45.72475,-30.150042
1776755524.094449,-2255.9601722495313,509.05461079642146,6877.15050404353,45.57475,-30.150042
1776755524.2025788,-2256.962612706105,509.97332827807236,6878.131808993143,43.924736,-28.650045
1776755524.2965875,-2259.9306310276484,512.7047401349625,6881.114148320446,42.12472,-26.70005
1776755524.4215622,-2261.876196809837,514.4378234756391,6883.195048807365,40.47471,-25.050055
1776755524.54561,-2264.740200797752,516.8623324792258,6886.484672583363,39.874702,-24.300056
1776755524.638471,-2266.633091636521,518.4112553815844,6888.736309734824,39.874702,-24.300056
1776755524.7325246,-2268.500819980708,519.9810884434904,6890.968567551144,39.874702,-24.300056
1776755524.8724277,-2270.2772605762125,521.6654443651391,6893.092313263573,39.874702,-24.300056
1776755524.9498668,-2271.966544743415,523.4451975319585,6895.113241885405,39.274696,-23.400059
1776755525.0590405,-2273.5716370146065,525.2970278070352,6897.040526806943,38.974693,-22.500061
1776755525.1680803,-2275.8320424925746,528.1648352323406,6899.770556390813,38.974693,-22.050062
1776755525.2918684,-2277.2475618773656,530.1152677620254,6901.489531516868,38.82469,-22.050062
1776755525.3847687,-2278.5945429253366,532.0832049441075,6903.131610070934,38.82469,-22.050062
1776755525.4926395,-2279.876794984389,534.0584702739841,6904.699819505304,38.82469,-22.050062
1776755525.616203,-2281.0978196492238,536.0317290554729,6906.197156580648,38.82469,-22.050062
1776755525.724505,-2282.821567393094,538.9693619908285,6908.316699922024,38.82469,-22.050062
1776755525.817989,-2283.9031751746106,540.9018124006628,6909.649588152888,38.82469,-22.050062
1776755525.9413443,-2284.9339190725364,542.8054650471413,6910.921591345341,38.82469,-22.050062
1776755526.0504751,-2285.916330850368,544.6741511689215,6912.135376355637,38.82469,-22.050062
1776755526.1402895,-2286.852787983692,546.502284120011,6913.293517133579,38.82469,-22.050062
1776755526.2646897,-2287.745528454646,548.2848206860871,6914.398492736492,38.82469,-22.050062
1776755526.3745897,-2289.2661059620577,549.7835602881393,6916.286839536861,38.82469,-22.050062
1776755526.4816022,-2291.99295133362,551.8952730363817,6919.675336433363,38.82469,-22.050062
1776755526.5913289,-2293.867982873593,553.2953800003555,6922.005519600626,38.82469,-22.050062
1776755526.7149425,-2295.750727720345,554.6960064497914,6924.345307660976,38.82469,-22.050062
1776755526.8392284,-2297.6353121545926,556.0970413866228,6926.68738567747,38.82469,-22.050062
1776755526.9479692,-2300.462893564035,558.1988667578731,6930.201379742857,38.82469,-22.050062
1776755527.040991,-2302.348038106064,559.6001345329207,6932.544154760552,38.82469,-22.050062
1776755527.1512897,-2304.2331948323385,561.0014117104885,6934.886944933519,38.82469,-22.050062
1776755527.2591577,-2306.1183544641667,562.4026915935332,6937.229738720005,38.82469,-22.050062
1776755527.3535714,-2308.003514788866,563.8039722329708,6939.572533368083,38.82469,-22.050062
1776755527.461975,-2310.8312555413286,565.9058935274043,6943.086725670209,38.82469,-22.050062
1776755527.5698645,-2312.7164160769626,567.3071744395152,6945.429520580554,38.82469,-22.050062
1776755527.6947298,-2314.5795395155696,568.7373589467478,6947.7449287523295,38.67469,-21.900063
1776755527.787415,-2316.3554710539815,570.2726229969683,6949.955014740509,38.224686,-21.600063
1776755527.8968923,-2318.0454015297646,571.8841580761662,6952.072614737186,36.124664,-17.550074
1776755528.0048435,-2319.6501850625345,573.5341183027202,6954.115074929383,34.77465,-15.600079
1776755528.128392,-2321.9038373672543,576.029208569592,6957.058833922601,34.474648,-15.300079
1776755528.2210338,-2323.312832820916,577.6918705105714,6958.9433003181175,34.174644,-14.8500805
1776755528.345151,-2324.6536461151636,579.3411905702861,6960.768109295493,33.87464,-14.250082
1776755528.439957,-2325.9313790511756,580.970030584989,6962.5345585270325,33.72464,-13.950083
1776755528.5478196,-2327.1507494177113,582.571964093413,6964.244015834492,33.57464,-13.650084
1776755528.6567762,-2328.3159650060315,584.1417621594549,6965.89777280757,33.57464,-13.650084
1776755528.7808466,-2330.148990406795,586.2622947639835,6968.561594199164,33.57464,-13.650084
1776755528.8737104,-2331.790605898495,587.2330243033325,6971.0237734695875,33.57464,-13.650084
1776755528.9824524,-2333.5227072539114,588.1233003639913,6973.631011407207,33.57464,-13.650084
1776755529.091071,-2335.2767757021215,588.996739566984,6976.273077721528,33.57464,-13.650084
1776755529.19999,-2337.0361695062516,589.8667336360921,6978.923511016288,33.57464,-13.650084
1776755529.3228607,-2339.677333499913,591.1706408669219,6982.9023930111,33.57464,-13.650084
1776755529.41578,-2341.4383793190073,592.0398060999024,6985.55539883001,33.57464,-13.650084
1776755529.523946,-2343.200420942866,592.9026002461316,6988.2099060675,33.57464,-13.350084
1776755529.6325552,-2344.9614303546273,593.7552460488168,6990.868185489877,33.424637,-13.350084
1776755529.740625,-2346.720377570934,594.6151379791139,6993.524657713802,35.52466,-18.150078
1776755529.8480797,-2348.505942539144,595.6406271636858,6996.104740171696,35.52466,-18.150078
1776755529.9555185,-2350.2843085947266,596.7829050610243,6998.61608283451,35.52466,-18.150078
1776755530.094692,-2352.918311541087,598.5657087032167,7002.31945369143,35.52466,-18.150078
1776755530.1727848,-2354.7114854029683,599.7295230569553,7004.8320693477535,35.52466,-18.150078
1776755530.2815242,-2356.509588184675,600.8907869871807,7007.350703741587,35.52466,-18.150078
1776755530.3898377,-2358.3088952210023,602.0668316672533,7009.864297068579,36.124664,-19.950073
1776755530.5139058,-2360.1087273411563,603.3396586507404,7012.335010668256,36.57467,-23.100065
1776755530.6056116,-2362.782277052005,605.483022722481,7015.945141455102,37.324677,-26.850056
1776755530.7145298,-2364.53674449296,607.1071476224475,7018.262308770211,37.324677,-27.000055
1776755530.8388777,-2366.30647981542,608.7522103843712,7020.584862142292,37.324677,-27.000055
1776755530.9318848,-2368.0820723693037,610.3972758282578,7022.908117523046,37.474678,-27.000055
1776755531.0414152,-2369.8660276534906,612.0361784970443,7025.228795318738,37.924683,-25.650059
1776755531.16624,-2371.7051049270713,613.5503728296134,7027.580799711691,38.374687,-21.900068
1776755531.2599556,-2373.59759047603,614.9199298232007,7029.97335751067,38.374687,-21.900068
1776755531.3838346,-2376.4459442193897,616.9528564069795,7033.566859593917,39.424698,-21.900068
1776755531.4766214,-2378.4741426020305,618.3262134723984,7035.798396785079,61.924686,-19.500072
1776755531.5996218,-2380.9936331990766,619.6117568486018,7037.450647046414,62.52469,-19.350073
1776755531.692735,-2383.675069500539,620.8581618832079,7038.912799337967,62.52469,-19.350073
1776755531.8010218,-2386.4357157951513,622.0554379218934,7040.346151754868,67.774734,-17.100079
1776755531.9077826,-2389.3030872060285,623.1560039076164,7041.642435197405,71.074745,-16.35008
1776755532.016734,-2393.778529749276,624.6991865430024,7043.191350755244,74.07477,-14.100084
1776755532.1405156,-2396.855944690651,625.5683073142047,7043.989142296859,88.62484,-9.000092
1776755532.2338898,-2400.0548081828756,626.2260249964002,7044.346884614416,90.27484,-8.850092
1776755532.3411474,-2403.297851702883,626.7989656402344,7044.41496654719,90.27484,-8.850092
1776755532.4484613,-2406.5646332643523,627.3472981069755,7044.413346509396,90.27484,-8.850092
1776755532.5565836,-2411.4987920497906,628.1563485061455,7044.390418400575,90.27484,-8.850092
1776755532.6643631,-2414.7892123297374,628.6953717584576,7044.3746527243575,90.27484,-8.850092
1776755532.7882025,-2418.079652707416,629.2343891866727,7044.358879634432,90.27484,-8.850092
1776755532.8826509,-2421.370094302991,629.7734063129998,7044.343106175598,90.27484,-8.850092
1776755532.9919045,-2424.660535972366,630.3124234240959,7044.327332698396,90.27484,-8.850092
1776755533.1007178,-2427.950977646212,630.8514405344528,7044.3115592202785,90.27484,-8.850092
1776755533.20921,-2432.878149268949,631.661755280473,7044.2879397060315,90.27484,-8.850092
1776755533.3341386,-2436.141192241183,632.206289079035,7044.272297569755,90.27484,-8.850092
1776755533.4441922,-2439.4271166754115,632.7460948406275,7044.256545746003,90.27484,-8.850092
1776755533.535952,-2442.717284696827,633.2851485864498,7044.240773579654,90.27484,-8.850092
1776755533.6465273,-2446.007709793181,633.824167247416,7044.225000180958,90.27484,-8.850092
1776755533.7865255,-2449.2896593762352,634.364973499535,7044.2092674115565,90.27484,-8.850092
1776755533.8797927,-2454.182181924299,635.1820999401177,7044.185813995502,90.27484,-8.850092
1776755533.9888513,-2457.4398991527482,635.7274405506859,7044.170197389387,90.27484,-8.850092
1776755534.0827932,-2460.697069885325,636.2728333843776,7044.154583403023,90.27484,-8.850092
1776755534.190297,-2463.9824001924053,636.8127036077002,7044.138834427355,90.27484,-8.850092
1776755534.2993405,-2467.2725322218184,637.351759815094,7044.123062433541,90.27484,-9.000092
1776755534.408414,-2472.179044713324,638.28522272056,7044.099541954429,90.27484,-17.100082
1776755534.5315723,-2475.344863085436,639.3281425513729,7044.084365887256,90.27484,-18.00008
1776755534.6262093,-2478.442796144339,640.5182000495943,7044.072988016825,89.82484,-24.150064
1776755534.7324798,-2481.421559062217,641.985447726073,7044.081149401363,89.52483,-26.400063
1776755534.8424819,-2484.3493492451157,643.5876778797983,7044.10253677343,89.52483,-26.400063
1776755534.9817286,-2487.2898194496397,645.1987509959099,7044.126645341552,89.52483,-26.400063
1776755535.0593169,-2490.231041928768,646.8104414197675,7044.1508899439805,89.52483,-26.400063
1776755535.1657274,-2494.656384521451,649.2158217995773,7044.187378091158,89.52483,-26.400063
1776755535.2733676,-2497.612065356011,650.814512933316,7044.211748685473,89.52483,-26.400063
1776755535.3810673,-2500.56776058749,652.4131933576168,7044.236119398912,89.52483,-26.400063
1776755535.4891956,-2503.5132571489553,654.027218689471,7044.259431675785,89.97484,-28.200058
1776755535.6125903,-2507.84392918929,656.6020493006513,7044.261525546235,90.12484,-28.650057
1776755535.719653,-2510.7346584494144,658.3238080653106,7044.261012197255,90.12484,-28.650057
1776755535.845727,-2513.626287261833,660.0448669268484,7044.260498688528,90.12484,-28.650057
1776755535.9368715,-2516.523694149052,661.7605357377298,7044.259984153704,90.12484,-28.650057
1776755536.0458498,-2519.421292540053,663.4760372544079,7044.259469584872,90.12484,-28.650057
1776755536.1554012,-2523.7690844894173,666.0479865038949,7044.250381609372,90.12484,-28.650057
1776755536.2646346,-2526.6679925522935,667.7622591753535,7044.244267168881,90.12484,-28.650057
1776755536.3883543,-2529.568289142498,669.4752322526433,7044.238149785851,90.12484,-28.650057
1776755536.4818463,-2532.4692205477204,671.1876081198826,7044.2320310638415,90.12484,-28.650057
1776755536.5908043,-2535.369538269866,672.9005625837176,7044.225913636229,90.12484,-28.650057
1776755536.6997209,-2538.270469694334,674.6129384361292,7044.219794914178,90.12484,-28.650057
1776755536.8084528,-2542.6228462885983,677.1805821653803,7044.210614765205,90.12484,-28.650057
1776755536.9946802,-2545.5250569079535,678.8917549718618,7044.2044933450425,90.12484,-28.650057
1776755537.0260289,-2548.4272699340177,680.6029256457969,7044.198371919804,90.12484,-28.650057
1776755537.1345646,-2551.329793035628,682.3138041684479,7044.1922498405465,90.12484,-28.650057
1776755537.2432747,-2554.231697773126,684.025265409266,7044.186129065558,90.12484,-28.650057
1776755537.3509593,-2557.1335989240156,685.7367298294521,7044.180008298134,89.97484,-27.60006
1776755537.4594603,-2561.534059078802,688.2117435689523,7044.1872959135235,89.22483,-24.900066
1776755537.581605,-2564.5622740164317,689.6672119357103,7044.232419443971,89.07483,-22.95007
1776755537.705986,-2567.617325672257,691.062775800054,7044.2816307028515,89.07483,-22.95007
1776755537.7837358,-2570.6718256860117,692.4587885197644,7044.330833252882,89.07483,-22.95007
1776755537.8925679,-2573.7266108059534,693.8545494849109,7044.380040395484,89.07483,-22.95007
1776755538.034603,-2576.7811107884736,695.2505622247561,7044.429242945029,89.07483,-22.95007
1776755538.1126945,-2581.3634354869305,697.344074068031,7044.503056027137,89.07483,-22.95007
1776755538.2357788,-2584.4179355036495,698.7400867809214,7044.552258577234,89.07483,-22.95007
1776755538.328511,-2587.473012452617,700.1355903824324,7044.601470420681,89.07483,-22.95007
1776755538.4359539,-2590.5275124693358,701.5316030953228,7044.650672970778,89.07483,-22.95007
1776755538.5734458,-2593.582302005959,702.9273603695542,7044.699880184524,89.07483,-22.95007
1776755538.6511593,-2596.636797572308,704.3233767999344,7044.749082662932,89.07483,-22.95007
1776755538.757295,-2601.2194141161262,706.4166312666642,7044.822900446149,89.07483,-22.95007
1776755538.8644493,-2604.2733305758416,707.8131586271069,7044.872093596182,89.07483,-22.95007
1776755538.9716835,-2607.327825939102,709.2091752176588,7044.921296071319,89.07483,-22.95007
1776755539.0957887,-2610.38261105797,710.6049361835985,7044.970503213904,89.07483,-22.95007
1776755539.1891584,-2613.43711104049,712.0009489234438,7045.019705763449,89.07483,-22.95007
1776755539.2966692,-2616.4918961604244,713.3967098885943,7045.068912906049,89.07483,-22.95007
1776755539.404795,-2621.074514929805,715.4899624962987,7045.142730725116,89.07483,-22.95007
1776755539.5290244,-2622.602054525299,716.1877133610404,7045.1673366648965,89.07483,-22.95007
1776755539.62256,-2627.1838111256534,718.2817269332866,7045.2411405959565,89.07483,-22.95007
1776755539.731634,-2630.2382977923144,719.6777507978677,7045.290342931007,89.07483,-22.95007
1776755539.8390503,-2633.292793288212,721.073767283682,7045.339545408281,89.07483,-22.95007
1776755539.9470375,-2636.3475828243095,722.469524558303,7045.388752622019,89.07483,-22.95007
1776755540.0705845,-2640.9296157605895,724.563293712451,7045.462561004358,89.07483,-22.95007
1776755540.1629941,-2643.9844075389715,725.9590491148494,7045.511768254215,89.07483,-22.95007
1776755540.2710538,-2647.038903105842,727.3550655448431,7045.560970732633,89.07483,-22.95007
1776755540.3966281,-2650.09339860381,728.751082029122,7045.61017320994,89.07483,-22.95007
1776755540.49016,-2653.1478941017613,730.147098513412,7045.659375687246,89.07483,-22.95007
1776755540.631115,-2656.2023895997127,731.5431149977019,7045.708578164553,89.07483,-22.95007
1776755540.7082558,-2659.2571747186116,732.93887596362,7045.757785307137,89.07483,-22.95007
1776755540.8181732,-2663.839793487992,735.0321285713245,7045.831603126204,89.07483,-22.95007
1776755540.941059,-2666.8950174724823,736.4275025550047,7045.88081733813,89.07483,-22.95007
1776755541.034642,-2669.9498092765784,737.8232579371384,7045.930024588401,89.07483,-22.95007
1776755541.143637,-2673.0048862592275,739.2187615120778,7045.979236432389,89.07483,-22.95007
1776755541.2502131,-2676.05938627595,740.6147742249655,7046.0284389824865,89.07483,-22.95007
1776755541.3727818,-2680.641715424777,742.7082823507504,7046.102252136283,89.07483,-22.95007
1776755541.4818544,-2683.6956229842745,744.1048171457862,7046.151445142949,89.07483,-22.95007
1776755541.5742452,-2686.750118345464,745.5008337378734,7046.200647618053,89.07483,-22.95007
1776755541.6829708,-2689.804903464332,746.8965947038135,7046.249854760637,89.07483,-22.95007
1776755541.7902997,-2692.859982638219,748.2920964467756,7046.299066639924,89.07483,-22.95007
1776755541.913588,-2695.9147722422017,749.6878536678666,7046.348273854755,89.07483,-22.95007
1776755542.0054975,-2698.9698514163497,751.0833554106355,7046.3974857340445,89.07483,-22.95007
1776755542.1760478,-2703.5521805991134,753.176863509659,7046.471298888387,89.07483,-22.95007
1776755542.222738,-2706.606680615836,754.5728762225467,7046.520501438484,89.07483,-22.95007
1776755542.3310263,-2709.6617575648033,755.9683798240577,7046.5697132819305,89.07483,-22.95007
1776755542.4398892,-2712.7165493602843,757.3641352129788,7046.6189205320625,89.07483,-22.95007
1776755542.5486102,-2715.771626342932,758.7596387879189,7046.668132376051,89.07483,-22.95007
1776755542.657023,-2718.826705533792,760.1551405174976,7046.71734425561,89.07483,-22.95007
1776755542.7655559,-2723.409324320274,762.2483931117226,7046.791162074952,89.07483,-22.95007
1776755542.8724275,-2726.4644035112624,763.643894841206,7046.840373954513,89.07483,-22.95007
1776755542.981793,-2729.5189035282438,765.0399075539018,7046.889576504614,89.07483,-22.95007
1776755543.089897,-2732.5728109520064,766.4364424559726,7046.938769509094,89.07483,-22.95007
1776755543.2003868,-2735.627306313165,767.8324590480818,7046.987971984197,89.07483,-22.95007
1776755543.308096,-2738.6812137347615,769.2289939517543,7047.037164988643,89.07483,-22.95007
1776755543.4162242,-2743.2629568448638,771.3230187860306,7047.1109687024,89.07483,-22.95007
1776755543.523823,-2746.318033793309,772.7185223879284,7047.160180545839,89.07483,-22.95007
1776755543.6303647,-2749.373112984167,774.1140241175084,7047.209392425398,89.07483,-22.95007
1776755543.7392244,-2752.4281921751553,775.5095258469918,7047.258604304959,89.07483,-22.95007
1776755543.8481627,-2755.4832713661435,776.9050275764752,7047.30781618452,89.07483,-22.95007
1776755543.9568524,-2760.065019133136,778.9990485305482,7047.381619973291,89.07483,-22.95007
1776755544.0660262,-2763.119804252051,780.3948094964553,7047.430827115875,89.07483,-22.95007
1776755544.1743798,-2766.174304234571,781.7908222363006,7047.48002966542,89.07483,-22.95007
1776755544.282888,-2769.2290893545055,783.1865832014511,7047.529236808021,89.07483,-22.95007
1776755544.3919988,-2772.2835893370257,784.5825959412963,7047.578439357566,89.07483,-22.95007
1776755544.5004034,-2775.3380848360207,785.9786124248132,7047.627641834889,89.07483,-22.95007
1776755544.6235108,-2778.3925803339725,787.374628909103,7047.6768443121955,89.07483,-22.95007
1776755544.7157989,-2782.9743235808996,789.4686536355379,7047.750648028155,89.07483,-22.95007
1776755544.8392591,-2786.028819078851,790.8646701198278,7047.799850505462,89.07483,-22.95007
1776755544.9328504,-2789.0838960272968,792.2601737217254,7047.849062348901,89.07483,-22.95007
1776755545.0413854,-2792.138975218155,793.6556754513055,7047.89827422846,89.07483,-22.95007
1776755545.1502192,-2795.1943423524262,795.050923063382,7047.9474907462745,89.07483,-22.95007
1776755545.257682,-2799.776818016382,797.1443020077045,7048.021306260168,89.07483,-22.95007
1776755545.3980112,-2802.8313179996876,798.5403147469679,7048.070508809727,89.07483,-22.95007
1776755545.475701,-2805.885225423435,799.9368496490496,7048.119701814207,89.07483,-22.95007
1776755545.5840764,-2808.939720784593,801.3328662411586,7048.16890428931,89.07483,-22.95007
1776755545.693394,-2811.994505903461,802.7286272070987,7048.218111431895,89.07483,-22.95007
1776755545.8326826,-2815.049005885981,804.1246399469441,7048.26731398144,89.07483,-22.95007
1776755545.9093435,-2819.631330584438,806.2181517902189,7048.341127063548,89.07483,-22.95007
1776755546.03284,-2822.686409775296,807.613653519799,7048.390338943107,89.07483,-22.95007
1776755546.1268783,-2825.7417769095673,809.0089011318755,7048.439555460922,89.07483,-22.95007
1776755546.2340531,-2828.7967151528796,810.4045273924288,7048.4887650700675,89.07483,-22.95007
1776755546.3437386,-2831.8506315134728,811.8010548311594,7048.537958218504,89.07483,-22.95007
1776755546.4528635,-2834.9039326511875,813.198123344427,7048.587141456797,89.07483,-22.95007
